date,ticker,close,final_signal,raw_signal,position,final_score,confidence,confidence_label,sentiment_score,trend_score,momentum_score,volume_score,advanced_indicator_score,risk_score,risk_penalty,risk_level,future_return_5d,strategy_return_5d,message
2024-10-07,AAPL,221.69000244140625,SELL,SELL,0,-0.317068,0.544274,Medium,-0.166273,-0.35000000000000003,-0.5,0.0,-0.08,0.0,0.08,Low,0.043348822700705725,0.0,Final signal is SELL with score -0.317. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-08,AAPL,225.77000427246094,HOLD,HOLD,0,-0.024322,0.480744,Medium,0.054712,1.0,-0.30000000000000004,0.0,-0.48,0.0,0.18,Medium,0.035788641883993,0.0,Final signal is HOLD with score -0.024. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2024-10-09,AAPL,229.5399932861328,HOLD,HOLD,0,0.083493,0.474515,Medium,0.117971,1.0,-0.1,0.0,0.04,0.0,0.18,Medium,0.009758671946860975,0.0,Final signal is HOLD with score 0.083. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-10,AAPL,229.0399932861328,HOLD,HOLD,0,0.252327,0.560224,Medium,0.121309,1.0,0.7000000000000001,0.0,0.12,0.0,0.18,Medium,0.013578417313636182,0.0,Final signal is HOLD with score 0.252. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-11,AAPL,227.5500030517578,HOLD,HOLD,0,0.136594,0.497062,Medium,0.066377,1.0,0.5,0.0,-0.1,0.0,0.22,Medium,0.0327400432798397,0.0,Final signal is HOLD with score 0.137. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-14,AAPL,231.3000030517578,BUY,BUY,1,0.318564,0.641067,Medium,0.322254,1.0,0.7000000000000001,0.0,-0.12,0.0,0.14,Low,0.022395125842787467,0.022395125842787467,Final signal is BUY with score 0.319. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-15,AAPL,233.85000610351562,BUY,BUY,1,0.365426,0.666418,Medium,0.317704,1.0,0.7000000000000001,0.0,0.36,0.0,0.14,Low,0.008595229653088898,0.008595229653088898,Final signal is BUY with score 0.365. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators support the signal. Risk level is Low.
2024-10-16,AAPL,231.77999877929688,HOLD,HOLD,0,0.260934,0.572704,Medium,0.155735,1.0,0.7000000000000001,0.0,0.12,0.0,0.18,Medium,-0.004400743281702257,-0.0,Final signal is HOLD with score 0.261. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-17,AAPL,232.14999389648438,HOLD,HOLD,0,0.190819,0.521938,Medium,0.083277,1.0,0.7000000000000001,0.0,0.0,0.0,0.22,Medium,-0.006805886770645975,-0.0,Final signal is HOLD with score 0.191. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-18,AAPL,235.0,HOLD,HOLD,0,0.299345,0.59015,Medium,0.18938,1.0,0.7000000000000001,0.0,0.02,0.0,0.14,Low,-0.015276580161236675,-0.0,Final signal is HOLD with score 0.299. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-21,AAPL,236.47999572753906,BUY,BUY,1,0.328676,0.60443,Medium,0.186703,1.0,0.7000000000000001,0.0,-0.08,0.0,0.1,Low,-0.01302436521778072,-0.01302436521778072,Final signal is BUY with score 0.329. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-22,AAPL,235.86000061035156,BUY,BUY,1,0.31214,0.580453,Medium,0.120559,1.0,0.7000000000000001,0.0,-0.08,0.0,0.1,Low,-0.00928517949520491,-0.00928517949520491,Final signal is BUY with score 0.312. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-23,AAPL,230.75999450683594,HOLD,HOLD,0,0.185675,0.501379,Medium,0.030701,1.0,0.5,0.0,0.08,0.0,0.18,Medium,-0.002860064218370262,-0.0,Final signal is HOLD with score 0.186. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-24,AAPL,230.57000732421875,HOLD,HOLD,0,0.179918,0.493031,Medium,0.007672,1.0,0.5,0.0,0.08,0.0,0.18,Medium,-0.020210797215947762,-0.0,Final signal is HOLD with score 0.180. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-25,AAPL,231.41000366210938,HOLD,HOLD,0,0.053786,0.455753,Medium,-0.016855,1.0,-0.30000000000000004,0.0,0.08,0.0,0.14,Low,-0.03673134205732598,-0.0,Final signal is HOLD with score 0.054. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Low.
2024-10-28,AAPL,233.39999389648438,HOLD,HOLD,0,-0.018692,0.428503,Low,-0.042768,1.0,-0.1,0.0,0.02,0.0,0.24,Medium,-0.04880034142031742,-0.0,Final signal is HOLD with score -0.019. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-29,AAPL,233.6699981689453,HOLD,HOLD,0,0.01343,0.434324,Low,0.045721,1.0,-0.1,0.0,0.12,0.0,0.24,Medium,-0.043736899476988,-0.0,Final signal is HOLD with score 0.013. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-30,AAPL,230.10000610351562,HOLD,HOLD,0,-0.20329,0.440649,Low,0.024839,0.25,-0.30000000000000004,0.0,0.08,0.0,0.22,Medium,-0.032073032103669075,-0.0,Final signal is HOLD with score -0.203. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-10-31,AAPL,225.91000366210938,SELL,SELL,0,-0.443051,0.5392,Medium,-0.070206,-0.35000000000000003,-0.5,0.0,-0.18,0.0,0.22,Medium,0.006949634987293063,0.0,Final signal is SELL with score -0.443. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-01,AAPL,222.91000366210938,SELL,SELL,0,-0.450849,0.589856,Medium,-0.173397,-0.35000000000000003,-0.5,0.0,-0.4,0.0,0.18,Medium,0.01816878105612907,0.0,Final signal is SELL with score -0.451. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2024-11-04,AAPL,222.00999450683594,SELL,SELL,0,-0.304554,0.541679,Medium,-0.172217,-0.35000000000000003,-0.5,0.0,0.06,0.0,0.08,Low,0.009999555315671982,0.0,Final signal is SELL with score -0.305. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Low.
2024-11-05,AAPL,223.4499969482422,SELL,SELL,0,-0.407029,0.581767,Medium,-0.182115,-0.35000000000000003,-0.5,0.0,-0.34,0.0,0.14,Low,0.0034907083909136993,0.0,Final signal is SELL with score -0.407. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Low.
2024-11-06,AAPL,222.72000122070312,SELL,SELL,0,-0.402193,0.578205,Medium,-0.186771,-0.35000000000000003,-0.5,0.0,-0.28,0.0,0.14,Low,0.010775834605470047,0.0,Final signal is SELL with score -0.402. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Low.
2024-11-07,AAPL,227.47999572753906,HOLD,HOLD,0,-0.207332,0.43681,Low,0.008672,0.25,-0.30000000000000004,0.0,0.08,0.0,0.22,Medium,0.00325305744268789,0.0,Final signal is HOLD with score -0.207. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-08,AAPL,226.9600067138672,HOLD,HOLD,0,-0.094704,0.433807,Low,0.059185,0.25,-0.30000000000000004,0.0,0.08,0.0,0.12,Low,-0.00863591230122851,-0.0,Final signal is HOLD with score -0.095. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Low.
2024-11-11,AAPL,224.22999572753906,SELL,SELL,0,-0.55084,0.556293,Medium,-0.037361,-0.35000000000000003,-0.5,0.0,-0.34,0.0,0.32,Medium,0.01690232625936039,0.0,Final signal is SELL with score -0.551. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2024-11-12,AAPL,224.22999572753906,SELL,SELL,0,-0.463041,0.558984,Medium,-0.086164,-0.35000000000000003,-0.5,0.0,-0.34,0.0,0.22,Medium,0.018061825486894056,0.0,Final signal is SELL with score -0.463. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2024-11-13,AAPL,225.1199951171875,SELL,SELL,0,-0.493042,0.517186,Medium,-0.030169,-0.35000000000000003,-0.30000000000000004,0.0,-0.18,0.0,0.32,Medium,0.01723527437353023,0.0,Final signal is SELL with score -0.493. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-14,AAPL,228.22000122070312,HOLD,HOLD,0,-0.21673,0.445233,Low,-0.028918,0.25,-0.30000000000000004,0.0,0.08,0.0,0.22,Medium,0.001314534441123394,0.0,Final signal is HOLD with score -0.217. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-15,AAPL,225.0,SELL,SELL,0,-0.398804,0.551041,Medium,-0.133217,-0.35000000000000003,-0.30000000000000004,0.0,-0.38,0.0,0.18,Medium,0.021644422743055447,0.0,Final signal is SELL with score -0.399. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2024-11-18,AAPL,228.02000427246094,HOLD,HOLD,0,-0.020253,0.446817,Low,-0.025011,1.0,-0.30000000000000004,0.0,0.16,0.0,0.22,Medium,0.02127002347974405,0.0,Final signal is HOLD with score -0.020. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-19,AAPL,228.27999877929688,HOLD,HOLD,0,0.080473,0.454876,Medium,-0.012108,0.75,0.5,0.0,0.16,0.0,0.22,Medium,0.029700362780586076,0.0,Final signal is HOLD with score 0.080. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-20,AAPL,229.0,HOLD,HOLD,0,0.088435,0.462606,Medium,0.043742,0.75,0.5,0.0,0.1,0.0,0.22,Medium,0.025895164523062286,0.0,Final signal is HOLD with score 0.088. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-21,AAPL,228.52000427246094,HOLD,HOLD,0,0.083349,0.459444,Medium,-0.016606,0.75,0.5,0.0,0.2,0.0,0.22,Medium,0.038552412891125876,0.0,Final signal is HOLD with score 0.083. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-22,AAPL,229.8699951171875,HOLD,HOLD,0,0.082987,0.460456,Medium,0.061948,0.75,0.5,0.0,0.0,0.0,0.22,Medium,0.04228477586101609,0.0,Final signal is HOLD with score 0.083. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-25,AAPL,232.8699951171875,HOLD,HOLD,0,0.15728,0.503282,Medium,0.071122,0.75,0.7000000000000001,0.0,-0.08,0.0,0.18,Medium,0.041997676748244395,0.0,Final signal is HOLD with score 0.157. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Medium.
2024-11-26,AAPL,235.05999755859375,HOLD,HOLD,0,0.2278,0.541184,Medium,0.121198,0.75,0.7000000000000001,0.0,0.1,0.0,0.14,Low,0.03382113941467435,0.0,Final signal is HOLD with score 0.228. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-11-27,AAPL,234.92999267578125,HOLD,HOLD,0,0.2194,0.542055,Medium,0.143601,0.75,0.7000000000000001,0.0,-0.04,0.0,0.14,Low,0.03452092479968649,0.0,Final signal is HOLD with score 0.219. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-11-29,AAPL,237.3300018310547,HOLD,HOLD,0,0.266528,0.59504,Medium,0.260111,0.75,0.7000000000000001,0.0,0.14,0.0,0.14,Low,0.02321659488612937,0.0,Final signal is HOLD with score 0.267. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-02,AAPL,239.58999633789062,BUY,BUY,1,0.324453,0.635032,Medium,0.331813,0.75,0.7000000000000001,0.0,0.14,0.0,0.1,Low,0.029884401567466634,0.029884401567466634,Final signal is BUY with score 0.324. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-03,AAPL,242.64999389648438,HOLD,HOLD,0,0.247579,0.59894,Medium,0.374317,1.0,0.19999999999999998,0.0,0.14,0.1,0.14,Low,0.021100393590616662,0.0,Final signal is HOLD with score 0.248. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-04,AAPL,243.00999450683594,HOLD,HOLD,0,0.236961,0.583543,Medium,0.331843,1.0,0.19999999999999998,0.0,0.14,0.1,0.14,Low,0.014320443870592392,0.0,Final signal is HOLD with score 0.237. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-05,AAPL,243.0399932861328,HOLD,HOLD,0,0.23381,0.582425,Medium,0.343241,1.0,0.19999999999999998,0.0,0.08,0.1,0.14,Low,0.020243637111781787,0.0,Final signal is HOLD with score 0.234. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-06,AAPL,242.83999633789062,HOLD,HOLD,0,0.209408,0.547042,Medium,0.245634,1.0,0.19999999999999998,0.0,0.08,0.1,0.14,Low,0.021783926143538856,0.0,Final signal is HOLD with score 0.209. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-09,AAPL,246.75,HOLD,HOLD,0,0.245213,0.588609,Medium,0.316854,1.0,0.19999999999999998,0.0,0.26,0.1,0.14,Low,0.017385991027893954,0.0,Final signal is HOLD with score 0.245. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-10,AAPL,247.77000427246094,HOLD,HOLD,0,0.247979,0.59262,Medium,0.327917,1.0,0.19999999999999998,0.0,0.26,0.1,0.14,Low,0.02304553156805511,0.0,Final signal is HOLD with score 0.248. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-11,AAPL,246.49000549316406,HOLD,HOLD,0,0.240452,0.580556,Medium,0.289809,1.0,0.19999999999999998,0.0,0.28,0.1,0.14,Low,0.006328847108719948,0.0,Final signal is HOLD with score 0.240. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-12,AAPL,247.9600067138672,HOLD,HOLD,0,0.237093,0.581435,Medium,0.316374,1.0,0.19999999999999998,0.0,0.18,0.1,0.14,Low,0.00738016826389809,0.0,Final signal is HOLD with score 0.237. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-13,AAPL,248.1300048828125,HOLD,HOLD,0,0.21995,0.562327,Medium,0.287799,1.0,0.19999999999999998,0.0,0.08,0.1,0.14,Low,0.025631727260696513,0.0,Final signal is HOLD with score 0.220. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-16,AAPL,251.0399932861328,HOLD,HOLD,0,0.261087,0.605876,Medium,0.340349,1.0,0.19999999999999998,0.0,0.36,0.1,0.14,Low,0.016849948611601606,0.0,Final signal is HOLD with score 0.261. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-17,AAPL,253.47999572753906,HOLD,HOLD,0,0.193735,0.576216,Medium,0.35094,1.0,0.19999999999999998,0.0,0.36,0.2,0.2,Medium,0.018620863811934285,0.0,Final signal is HOLD with score 0.194. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Medium.
2024-12-18,AAPL,248.0500030517578,BUY,BUY,1,0.475659,0.676855,Medium,0.230634,1.0,0.7000000000000001,0.0,0.28,0.0,0.0,Low,0.04422489750836678,0.04422489750836678,Final signal is BUY with score 0.476. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators support the signal. Risk level is Low.
2024-12-19,AAPL,249.7899932861328,BUY,BUY,1,0.369114,0.638115,Medium,0.244455,1.0,0.7000000000000001,0.0,0.18,0.0,0.1,Low,0.023219517225071318,0.023219517225071318,Final signal is BUY with score 0.369. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-20,AAPL,254.49000549316406,HOLD,HOLD,0,0.253255,0.60257,Medium,0.365021,1.0,0.19999999999999998,0.0,0.22,0.1,0.14,Low,-0.0089984223171522,-0.0,Final signal is HOLD with score 0.253. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-23,AAPL,255.27000427246094,HOLD,HOLD,0,0.253463,0.597122,Medium,0.325853,1.0,0.19999999999999998,0.0,0.32,0.1,0.14,Low,-0.01899951432734337,-0.0,Final signal is HOLD with score 0.253. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-24,AAPL,258.20001220703125,HOLD,HOLD,0,0.254023,0.597933,Medium,0.328091,1.0,0.19999999999999998,0.0,0.32,0.1,0.14,Low,-0.055577093048351345,-0.0,Final signal is HOLD with score 0.254. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-26,AAPL,259.0199890136719,HOLD,HOLD,0,0.272961,0.62424,Medium,0.403845,1.0,0.19999999999999998,0.0,0.32,0.1,0.14,Low,-0.06045860963453953,-0.0,Final signal is HOLD with score 0.273. FinBERT sentiment is positive. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Low.
2024-12-27,AAPL,255.58999633789062,BUY,BUY,1,0.387662,0.66156,Medium,0.294649,1.0,0.7000000000000001,0.0,0.24,0.0,0.1,Low,-0.04143353217897705,-0.04143353217897705,Final signal is BUY with score 0.388. FinBERT sentiment is positive. Trend structure is bullish. Momentum supports upside. Advanced indicators support the signal. Risk level is Low.
2024-12-30,AAPL,252.1999969482422,HOLD,HOLD,0,0.277495,0.549767,Medium,0.117979,1.0,-0.1,0.0,0.18,0.0,0.0,Low,-0.03961138126589747,-0.0,Final signal is HOLD with score 0.277. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is neutral. Advanced indicators are mostly neutral. Risk level is Low.
2024-12-31,AAPL,250.4199981689453,HOLD,HOLD,0,0.094022,0.472532,Medium,0.040087,1.0,-0.1,0.0,0.34,0.0,0.18,Medium,-0.030828213709573005,-0.0,Final signal is HOLD with score 0.094. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is neutral. Advanced indicators support the signal. Risk level is Medium.
2025-01-02,AAPL,243.85000610351562,HOLD,HOLD,0,-0.250552,0.516725,Medium,-0.188208,0.25,-0.30000000000000004,0.0,-0.26,0.0,0.18,Medium,-0.02870617110843321,-0.0,Final signal is HOLD with score -0.251. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2025-01-03,AAPL,243.36000061035156,HOLD,HOLD,0,-0.267049,0.534895,Medium,-0.214194,0.25,-0.30000000000000004,0.0,-0.36,0.0,0.18,Medium,-0.036817910467600745,-0.0,Final signal is HOLD with score -0.267. FinBERT sentiment is negative. Trend structure is bullish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2025-01-06,AAPL,245.0,HOLD,HOLD,0,-0.089952,0.486305,Medium,-0.129806,0.25,-0.30000000000000004,0.0,0.6,0.0,0.12,Low,-0.04783673967633928,-0.0,Final signal is HOLD with score -0.090. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators support the signal. Risk level is Low.
2025-01-07,AAPL,242.2100067138672,SELL,SELL,0,-0.306707,0.5477,Medium,-0.148827,0.25,-0.5,0.0,-0.52,0.0,0.18,Medium,-0.017918382710780056,-0.0,Final signal is SELL with score -0.307. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2025-01-08,AAPL,242.6999969482422,HOLD,HOLD,0,-0.255094,0.531761,Medium,-0.150374,0.25,-0.5,0.0,-0.4,0.0,0.14,Low,-0.059497332603946074,-0.0,Final signal is HOLD with score -0.255. FinBERT sentiment is close to neutral. Trend structure is bullish. Momentum is weak. Advanced indicators show caution. Risk level is Low.
2025-01-10,AAPL,236.85000610351562,SELL,SELL,0,-0.35378,0.582555,Medium,-0.209118,-0.35000000000000003,-0.5,0.0,-0.34,0.0,0.08,Low,-0.029005742870760187,-0.0,Final signal is SELL with score -0.354. FinBERT sentiment is negative. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Low.
2025-01-13,AAPL,234.39999389648438,SELL,SELL,0,-0.562065,0.65472,Medium,-0.250261,-0.35000000000000003,-0.5,0.0,-0.72,0.0,0.24,Medium,-0.050170626335550916,-0.0,Final signal is SELL with score -0.562. FinBERT sentiment is negative. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2025-01-14,AAPL,233.27999877929688,SELL,SELL,0,-0.572075,0.672684,Medium,-0.3143,-0.35000000000000003,-0.5,0.0,-0.66,0.0,0.24,Medium,-0.040509246389283105,-0.0,Final signal is SELL with score -0.572. FinBERT sentiment is negative. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Medium.
2025-01-15,AAPL,237.8699951171875,SELL,SELL,0,-0.392436,0.566357,Medium,-0.163745,-0.35000000000000003,-0.5,0.0,-0.24,0.0,0.14,Low,-0.05973847793656162,-0.0,Final signal is SELL with score -0.392. FinBERT sentiment is close to neutral. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is Low.
2025-01-16,AAPL,228.25999450683594,HOLD,STRONG SELL,0,-0.717493,0.705748,High,-0.431972,-0.35000000000000003,-0.5,0.0,-0.42,0.0,0.38,High,-0.024007692365798916,-0.0,"Final signal is HOLD with score -0.717. Raw signal was STRONG SELL, but risk override changed it. FinBERT sentiment is negative. Trend structure is bearish. Momentum is weak. Advanced indicators show caution. Risk level is High. High-risk blocker triggered, so directional signal is changed to HOLD."
